code,number,edition,character,series,quality,dye.code,dye.name,frame,morphed,trimmed,alias,wishlists,dropQuality,worker.effort,worker.style,owner
n6r30q,725,3,Julia,Fire Emblem: Genealogy of the Holy War,0,,,,No,No,,7,0,5,F,black
n6pg6w,19,2,Nao,The World Ends with You,3,,,,No,No,,1,3,30,F,black
n61xcl,8297,2,Tsukasa Yuzaki,Tonikaku Kawaii,3,,,,No,No,,482,3,96,F,black
j97g3h,38,2,Black,Blood Blockade Battlefront,4,,,,Yes,No,,4,2,61,F,black
nxfpsl,1469,2,Black,Blood Blockade Battlefront,2,,,,No,No,,4,2,16,F,black
n6b2s2,105,3,Galo Thymos,Promare,0,,,,No,No,,34,0,6,F,black
n65xvh,8707,2,Armored Titan,Attack on Titan,2,,,,No,No,,26,2,43,F,black
n6hb4l,9407,1,Xiao,Genshin Impact,1,,,,No,No,,1994,1,28,F,black
n60np8,3270,1,Kamish's Wrath,Solo Leveling,1,,,,No,No,,1,1,6,F,black
n6q9hh,8411,2,Dainsleif,Genshin Impact,4,,,,No,No,,178,4,233,F,black
nxjz0d,30,3,Aether,Genshin Impact,4,$vwvrl,Mystic Astrogranite,toymecha,Yes,No,,230,2,416,S,black
nx0bcn,510,3,Takehito Morokuzu,Prison School,2,,,,No,No,,10,2,16,F,black
ns46rk,8542,2,Asuna,Sword Art Online,0,,,,No,No,,2142,0,15,F,black
nd6zgr,8263,2,Velouria,Fire Emblem Fates,1,,,,No,No,,8,1,9,F,black
nd8jpf,648,3,Female Robin,Fire Emblem Awakening,2,,,,No,No,,32,2,29,F,black
nd9wg9,714,3,Etemon,Digimon Adventure,2,,,,No,No,,2,2,15,F,black
ndrkvm,386,3,Liliya Olenyeva,Honkai Impact 3rd,2,,,,No,No,,43,2,41,F,black
nd4q7r,468,3,Olivia,Fire Emblem Awakening,2,,,,No,No,,11,2,24,F,black
ndn24g,176,3,Yuma Mukami,"Diabolik Lovers More, Blood",3,,,,No,No,,13,3,50,F,black
n74gvl,687,3,Hilda Valentine Goneril,Fire Emblem: Three Houses,4,,,,No,No,,61,4,128,F,black
n710lc,629,3,Grace Army Strategist,Combatants Will Be Dispatched!,3,,,,No,No,,1,3,18,F,black
n7b984,253,1,Georges,The Case Study of Vanitas,4,,,,No,No,,1,4,9,F,black
n7575m,1852,1,Morgan,Fate/Grand Order,1,,,,No,No,,69,1,15,F,black
n7kl68,81,3,Mystogan,Fairy Tail,1,,,,No,No,,10,1,15,F,black
n72lfx,313,3,Yoritsune Hanakoji,Sakura Wars: Ouka Kenran,4,,,,No,No,,1,4,39,F,black
n708s4,5362,1,Diona,Genshin Impact,2,,,,No,No,,135,2,45,F,black
ntxt67,7855,2,Calcifer,Howl's Moving Castle,3,,,,No,No,,248,3,73,F,black
ntmqm1,3087,1,Shadow Monarch,Solo Leveling,0,,,,No,No,,68,0,5,F,black
n8xgdg,1593,2,Tweyen,Granblue Fantasy,1,,,,No,No,,6,1,10,F,black
n88q6r,315,3,Sylvia,KonoSuba: God's blessing on this wonderful world! Legend of Crimson,3,,,,No,No,,10,3,74,F,black
n48g41,435,2,Baruka,Solo Leveling,4,,,,No,No,,1,4,101,F,black
b6b87w,48,1,Ant King,Solo Leveling,1,,,,No,No,,20,1,11,F,black
n83m49,66,3,Aina,Idolls!,3,,,,No,No,,1,3,31,F,black
n8nc8j,9320,1,Noelle,Genshin Impact,2,,,,No,No,,204,2,49,F,black
n81q9q,171,3,Milk,Food Fantasy,1,,,,No,No,,45,1,19,F,black
n8jtvq,663,3,Seika Bundo,Saki,4,,,,No,No,,0,4,43,F,black
nllzvq,10,3,Rina Fujimoto,The iDOLM@STER: Cinderella Girls,3,,,,No,No,,1,3,49,F,black
nl9jkh,505,2,Yuri Seo,Closers,4,,,,No,No,,15,4,124,F,black
nlgjtn,285,3,Emonn Snow,Violet Evergarden,2,,,,No,No,,1,2,20,F,black
nlzz81,481,2,Eunha,Closers,1,,,,No,No,,5,1,9,F,black
nlk76q,10952,1,Hange Zoë,Attack on Titan,1,,,,No,No,,647,1,26,F,black
nlhmck,99,3,Seruel,Granblue Fantasy,4,,,,No,No,,4,4,83,F,black
nfrgfp,531,3,Anya Alstreim,Code Geass: Lelouch of the Rebellion R2,4,,,,No,No,,4,4,93,F,black
nfzdzf,482,3,Hu Tao,Genshin Impact,4,,,,Yes,No,,4412,0,189,F,black
nfz054,718,3,Rivalz Cardemonde,Code Geass: Lelouch of the Rebellion,3,,,,No,No,,1,3,39,F,black
n9kl59,496,3,Sera Eguchi,Saki: Episode of Side A,3,,,,No,No,,0,3,28,F,black
n9wkkp,219,2,Rika Hoshizaki,"Girlfriend, Girlfriend",3,,,,No,No,,36,3,75,F,black
n9h96n,29,3,Jacques,The Familiar of Zero F,1,,,,No,No,,0,1,5,F,black
n90f2b,212,3,Marian William Shakespeare,Honkai Impact 3rd,4,,,,No,No,,1,4,106,F,black
n9vwgs,1658,1,Tomoe Gozen,Fate/Grand Order,2,,,,No,No,,39,2,21,F,black
ngxcsq,8329,2,Plumeria,Fire Emblem Heroes,3,,,,No,No,,10,3,35,F,black
ngd7w9,1430,2,Nier,Granblue Fantasy,0,,,,No,No,,9,0,5,F,black
ng7t4h,5222,1,Ninon,Princess Connect! Re: Dive,2,,,,No,No,,2,2,14,F,black
nglftc,216,2,Liscia Elfrieden,How a Realist Hero Rebuilt the Kingdom,2,,,,No,No,,39,2,29,F,black
ngljtw,1491,1,Qin Liangyu,Fate/Grand Order,2,,,,No,No,,2,2,15,F,black
qs59f1,175,2,Shirakami Fubuki,Hololive: Holo no Graffiti,4,$0860p,Green Elliott,edofurin,Yes,No,,340,1,305,B,black
n3dmfl,3964,1,Watson Amelia,Hololive EN,2,,,,No,No,,711,2,43,F,black
n3lh11,6550,1,Joaan,To Your Eternity,2,,,,No,No,,15,2,13,F,black
n334xs,1630,1,Fairy Knight Lancelot,Fate/Grand Order,2,,,,No,No,,71,2,18,F,black
npqr92,86,3,Kaeya,Genshin Impact,4,$vn3v4,Mystic Cold Heights,baroque,Yes,No,,586,2,404,S,black
h62x04,484,2,Keqing,Genshin Impact,4,$v4q19,Mystic Cold Lips,electrified,Yes,No,,1206,2,425,S,black
n3nxjn,478,3,Palla,Fire Emblem: Shadow Dragon and the Blade of Light,3,,,,No,No,,5,3,43,F,black
nrw9fb,188,3,Rom,Hyperdimension Neptunia,0,,,,No,No,,4,0,5,F,black
nrw9f5,8086,2,Noelle,Genshin Impact,0,,,,No,No,,204,0,14,F,black
nptgsj,1376,1,Adele,Fate/Grand Order,4,,,,No,No,,1,4,58,F,black
npr860,387,3,Ran Mouri,Detective Conan,2,,,,No,No,,68,2,33,F,black
npw7pl,552,3,Muhammad Avdol,JoJo's Bizarre Adventure: Stardust Crusaders,2,,,,No,No,,76,2,49,F,black
npw74r,4301,2,Lin Zhaoyu,Honkai Impact 3rd,1,,,,No,No,,2,1,14,F,black
npqrgd,558,3,Nemesis,Fire Emblem: Three Houses,0,,,,No,No,,1,0,5,F,black
jvghjj,228,1,Choi Yoo-Ra,Solo Leveling,0,,,,No,No,,1,0,1,F,black
j4rg90,973,1,Go Myung-Hwan,Solo Leveling,3,,,,No,No,,1,3,15,F,black
j02xlx,226,1,Lennart Niermann,Solo Leveling,2,,,,No,No,,4,2,16,F,black
n4drp7,3373,2,Queen,Persona 5 the Animation,2,,,,No,No,,30,2,29,F,black
n4l2vq,8409,2,Ai Hayasaka,Kaguya-sama: Love Is War,0,,,,No,No,,938,0,14,F,black
n43npn,7703,2,Rui Tachibana,Domestic Girlfriend,4,,,,No,No,,234,4,178,F,black
nzsw8h,8207,2,Momosuzu Nene,Hololive: Holo no Graffiti,3,,,,No,No,,94,3,91,F,black
nzfrbr,297,3,Cucouroux,Granblue Fantasy,4,,,,No,No,,2,4,74,F,black
nzkzw2,7738,2,Xiangling,Genshin Impact,4,,,,No,No,,129,4,185,F,black
jcxxhq,113,3,Felicia,Fire Emblem Fates,1,,,,No,No,,7,1,10,F,black
n1bhc4,469,3,Misa Amane,Death Note,1,,,,No,No,,534,1,29,F,black
nnrftx,138,3,Adult Neptune,Hyperdimension Neptunia,1,,,,No,No,,24,1,15,F,black
nn659h,2629,1,Thoma,Genshin Impact,2,,,,No,No,,333,2,55,F,black
nn3n4f,156,3,Jin Ryugasaki,DREAM!ing,1,,,,No,No,,1,1,8,F,black
nnrw1f,7234,1,Ultimate Mechamaru,Jujutsu Kaisen,1,,,,No,No,,25,1,14,F,black
nnvs4b,291,2,Hwang Dong-Suk,Solo Leveling,2,,,,No,No,,1,2,16,F,black
nj739d,57,3,Moon,Whisper of the Heart,3,,,,No,No,,9,3,40,F,black
nb1ts7,18325,1,Eevee,Pokémon,3,,,,No,No,,161,3,74,F,black
n513nk,1800,2,Youhei Mito,Slam Dunk,0,,,,No,No,,5,0,1,F,black
n5jw1b,366,2,Inuyama,Tamako Market,1,,,,No,No,,1,1,5,F,black
nklmx8,947,1,Tiamat,Fate/Grand Order,2,,,,No,No,,14,2,16,F,black
bjgfgr,6084,2,Saber,Fate/stay night,2,,,,No,No,,1282,1,53,F,black
nkwkgr,351,3,Mumei,Kabaneri of the Iron Fortress,2,,,,No,No,,89,2,36,F,black
nkwkgp,2710,2,Inverse Tohka,Date a Live,2,,,,No,No,,77,2,44,F,black
nkhgzt,19183,1,Seductress,Yamishibai: Japanese Ghost Stories 5th Season,2,,,,No,No,,1,2,1,F,black
n0xfts,1630,1,Kujou Sara,Genshin Impact,3,,,,No,No,,212,3,95,F,black
nwdjg4,7812,2,Ryu Lion,Is It Wrong to Try to Pick Up Girls in a Dungeon?,4,,,,No,No,,109,4,126,F,black
nw3flm,1936,1,Park Hee-Jin,Solo Leveling,1,,,,No,No,,2,1,6,F,black
nvbkmb,151,3,Tiona Hiryute,Is It Wrong to Try to Pick Up Girls in a Dungeon?,2,,,,No,No,,11,2,26,F,black
nwzjjd,7160,2,Chitose,Senran Kagura: New Wave,3,,,,No,No,,432,3,85,F,black
n2l1h6,1088,2,Korwa,Granblue Fantasy,3,,,,No,No,,7,3,43,F,black
n2fb27,49,3,Omaru Polka,Hololive: Holo no Graffiti,4,,,,Yes,No,,66,2,140,F,black
54vmrw,95,2,Mashirao Ojiro,My Hero Academia,4,,,,No,No,,9,4,136,F,black
nh91mj,848,1,Sitonai,Fate/Grand Order,0,,,,No,No,,5,0,5,F,black
nh1g8w,7709,2,Beidou,Genshin Impact,0,,,,No,No,,541,0,16,F,black
nhwhh2,1963,1,Jima,Solo Leveling,2,,,,No,No,,1,2,16,F,black
n083vb,10508,1,Shizuku,Hunter x Hunter,3,,,,No,No,,325,3,84,F,black
n0f5n3,59,3,Heen,Howl's Moving Castle,3,,,,No,No,,20,3,51,F,black
nvg38h,9139,1,Hanami,Jujutsu Kaisen,1,,,,No,No,,29,1,15,F,black
nv389q,2299,2,Beelzebub,I've Been Killing Slimes for 300 Years and Maxed Out My Level,0,,,,No,No,,34,0,6,F,black
nvrpm6,3922,2,Herrscher of Sentience,Honkai Impact 3rd,1,,,,No,No,,280,1,23,F,black
nvpzs0,2968,1,Gabriel,Granblue Fantasy,2,,,,No,No,,1,2,9,F,black
nv4rx5,11009,1,Gilgamesh (Caster),Fate/Grand Order,2,,,,No,No,,133,2,29,F,black
nv5h4l,8,3,Yuu Kashiwagi,Otome wa Boku ni Koishiteru: Futari no Elder,4,,,,Yes,No,,1,2,68,F,black
nv200l,18569,1,Alisa Illinichina Amiella,God Eater,0,,,,No,No,,23,0,5,F,black
nmfbw5,8510,1,Karman,Redo of Healer,1,,,,No,No,,1,1,5,F,black
nmgsff,7469,1,Bakery Girl,Jujutsu Kaisen,3,,,,No,No,,7,3,38,F,black
js80t2,1576,1,Kaisel,Solo Leveling,2,,,,No,No,,37,2,24,F,black
j6c0zk,18145,1,Wolbach,KonoSuba: God's blessing on this wonderful world! 2,1,,,,No,No,,2,1,5,F,black
j6c0bk,7742,2,Shinobu Oshino,Bakemonogatari,1,,,,No,No,,370,1,24,F,black
j6mx9s,10570,1,Zero Two,DARLING in the FRANXX,2,,,,No,No,,4774,2,49,F,black
jxsc7r,7882,2,Yui,Princess Connect! Re: Dive,3,,,,No,No,,5,3,48,F,black
jxt761,3777,2,Herrscher of Sentience,Honkai Impact 3rd,1,,,,No,No,,280,1,20,F,black
jskvv1,7215,1,Gyokuken (White),Jujutsu Kaisen,1,,,,No,No,,9,1,16,F,black
jd4mnv,10850,1,Ichigo Kurosaki,Bleach,2,,,,No,No,,1853,2,48,F,black
j7l5q0,6929,2,Obi,Snow White with the Red Hair,3,,,,No,No,,57,3,53,F,black
j7bx9x,7121,2,Tenko Chabashira,Danganronpa V3: Killing Harmony,3,,,,No,No,,12,3,60,F,black
j7w57z,2241,2,March,To Your Eternity,0,,,,No,No,,26,0,6,F,black
jl39nr,7517,2,Abigail Jones,Great Pretender,0,,,,No,No,,57,0,8,F,black
jf164c,12834,1,Kallen Kaslana,Honkai Impact 3rd,4,,,,No,No,,20,4,44,F,black
jfvw0m,10508,1,Nelliel Tu Odelschwanck,Bleach,0,,,,No,No,,264,0,8,F,black
j95dvw,453,2,Drusilla,Granblue Fantasy,3,,,,No,No,,1,3,34,F,black
jgc6w0,7197,1,Antonio,Honkai Impact 3rd,2,,,,No,No,,1,2,14,F,black
jgzrl0,10922,1,Bishamonten,Noragami,2,,,,No,No,,79,2,29,F,black
j3bgxq,6895,2,Mewtwo,Pokémon: The First Movie,3,,,,No,No,,107,3,94,F,black
j327c3,4554,1,Flare Arlgrande Jioral,Redo of Healer,1,,,,No,No,,278,1,19,F,black
j3vvcc,7243,2,Hitoshi Shinsou,My Hero Academia 2,2,,,,No,No,,108,2,48,F,black
j4wn7l,953,1,Lee Joo-Hee,Solo Leveling,0,,,,No,No,,15,0,5,F,black
jznr44,7101,2,Zhongli,Genshin Impact,3,,,,No,No,,1829,3,110,F,black
j1ntlv,7206,2,Isuzu Sento,Amagi Brilliant Park,0,,,,No,No,,117,0,8,F,black
j1nt95,460,2,Marry Kozakura,Mekakucity Actors,2,,,,No,No,,18,2,21,F,black
j1bjl9,995,2,Aki,Girls und Panzer der Film,3,,,,No,No,,1,3,30,F,black
jnrlgk,193,2,Aglovale,Granblue Fantasy,1,,,,No,No,,5,1,6,F,black
jnzb8b,413,2,Zeus,Record of Ragnarok,3,,,,No,No,,22,3,66,F,black
jjjc5g,886,2,Rinko Takemichi,Jouran: The Princess of Snow and Blood,3,,,,No,No,,1,3,24,F,black
jj5znd,255,1,Marx,How a Realist Hero Rebuilt the Kingdom,3,,,,No,No,,0,3,5,F,black
jjkk26,765,2,Menvil,The Familiar of Zero: Knight of the Twin Moons,2,,,,No,No,,0,2,6,F,black
jj2qcx,7179,2,Souei,That Time I Got Reincarnated as a Slime,2,,,,No,No,,61,2,36,F,black
jjvqn4,1892,1,Shura,Granblue Fantasy,3,,,,No,No,,1,3,20,F,black
jbd11r,236,1,Kimiko Narata,Opera Girl!,2,,,,No,No,,0,2,1,F,black
jk6wcj,7165,2,Minato Namikaze,Naruto Shippuden,3,,,,No,No,,522,3,106,F,black
jkzcqp,483,1,Yoo Jin-Ho,Solo Leveling,2,,,,No,No,,20,2,18,F,black
jh1tmc,3073,2,Yanfei,Genshin Impact,2,,,,No,No,,453,2,54,F,black
jq61wv,8862,1,Chongyun,Genshin Impact,4,,,,No,No,,305,4,184,F,black
jqfcf7,336,1,Hwang Dong-Suk,Solo Leveling,2,,,,No,No,,1,2,15,F,black
jq3g3z,10629,1,Yuuki,Sword Art Online II,2,,,,No,No,,159,2,39,F,black
j00jd1,5957,2,Phil,The Promised Neverland,3,,,,No,No,,54,3,80,F,black
jvr9b1,10438,1,Ryuk,Death Note,1,,,,No,No,,319,1,25,F,black
jmx1wq,1479,1,Narita,Granblue Fantasy,3,,,,No,No,,1,3,15,F,black
jmtp8p,5974,2,Garou,One-Punch Man 2,0,,,,No,No,,325,0,15,F,black
bcbhlp,6769,2,Eto,Tokyo Ghoul,1,,,,No,No,,138,1,24,F,black
b6h6rn,1673,2,Tsunayoshi Sawada,REBORN!,4,,,,No,No,,173,4,161,F,black
bx4xjn,6009,2,San,Princess Mononoke,2,,,,No,No,,142,2,36,F,black
bx4qwd,6264,2,Sabito,Demon Slayer: Kimetsu no Yaiba,3,,,,No,No,,191,3,115,F,black
bxvm35,1171,1,Marquiares,Granblue Fantasy,4,,,,No,No,,0,4,30,F,black
bszpn0,6633,2,Leone Abbacchio,JoJo's Bizarre Adventure: Golden Wind,1,,,,No,No,,66,1,26,F,black
bs54cf,5935,2,Simon,Tengen Toppa Gurren Lagann,1,,,,No,No,,166,1,23,F,black
bdhqpg,10166,1,Chihiro Ogino,Spirited Away,1,,,,No,No,,148,1,19,F,black
b7xfvz,6710,2,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,2,,,,No,No,,275,2,46,F,black
b7b621,81,1,Dorbickmon Darkness Mode Two,Digimon Xros Wars: Aku no Death General to Shichinin no Oukoku,3,,,,No,No,,1,3,6,F,black
b7qtxv,10259,1,Ferid Bathory,Seraph of the End: Battle in Nagoya,1,,,,No,No,,62,1,9,F,black
b70hdh,6447,2,Franky,One Piece,2,,,,No,No,,413,2,48,F,black
btdh59,294,2,Zero,Eden,3,,,,No,No,,1,3,23,F,black
btdh55,5721,2,Death the Kid,Soul Eater,3,,,,No,No,,335,3,89,F,black
b8s38w,4567,2,Hatsuharu Sohma,Fruits Basket,2,,,,No,No,,105,2,30,F,black
b84957,269,2,Eliza,Tekken Revolution,4,,,,Yes,No,,9,3,69,F,black
b8z4nc,6786,2,Milim Nava,That Time I Got Reincarnated as a Slime,2,,,,No,No,,420,2,48,F,black
b8zt2s,6579,2,Noriko Sonozaki,Kiznaiver,2,,,,No,No,,58,2,36,F,black
b8bhwr,6656,2,Tohru Honda,Fruits Basket,1,,,,No,No,,275,1,24,F,black
bln200,5946,2,Mikoto,Fire Emblem Fates,3,,,,No,No,,1,3,35,F,black
blnvlv,6469,2,Narmaya,Granblue Fantasy the Animation,4,,,,No,No,,107,4,100,F,black
blj2p9,2686,2,Najimi Osana,"Komi-san wa, Komyushou desu.",3,,,,No,No,,167,3,80,F,black
blj43x,6187,2,Yuki Yoshikawa,Horimiya,2,,,,No,No,,106,2,48,F,black
blb41n,1036,1,Garuda,Granblue Fantasy,3,,,,No,No,,0,3,13,F,black
bl2c6d,6567,2,Kanan Misenai,I Tried Asking In Dogeza,2,,,,No,No,,8,2,25,F,black
blvd9k,795,2,Yuugiri,Zombieland Saga,2,,,,No,No,,12,2,23,F,black
blv1km,5945,2,Amane Kanata,Hololive: Holo no Graffiti,0,,,,No,No,,94,0,9,F,black
bf1l0s,6429,2,Rintaro Okabe,Steins;Gate,2,,,,No,No,,362,2,49,F,black
b9q84c,4670,2,Phoenix Wright,Ace Attorney,1,,,,No,No,,119,1,18,F,black
b9q84t,6320,2,Levi,Attack on Titan,3,,,,No,No,,3158,3,118,F,black
bgkfg8,4824,1,Kise,Epic Seven,1,,,,No,No,,9,1,6,F,black
b3qn7g,5696,2,Y'shtola Rhul,Final Fantasy XIV,2,,,,No,No,,75,2,26,F,black
b3vd2s,829,1,Snow White,Granblue Fantasy,2,,,,No,No,,1,2,10,F,black
brxgks,5891,2,Allen Walker,D.Gray-man,1,,,,No,No,,182,1,18,F,black
br8qx2,5093,1,Gyokuken (White),Jujutsu Kaisen,0,,,,No,No,,9,0,6,F,black
br4m8x,9058,1,Murasaki Shion,Hololive: Holo no Graffiti,2,,,,No,No,,49,2,35,F,black
brw1lm,798,1,Charybdis,Granblue Fantasy,2,,,,No,No,,1,2,9,F,black
bp8pqv,6019,2,Plumeria,Fire Emblem Heroes,2,,,,No,No,,10,2,18,F,black
bp5x18,881,2,Nodoka Manabe,K-On!,4,,,,No,No,,9,4,93,F,black
b4rpg4,535,1,Sevilbarra,Granblue Fantasy,2,,,,No,No,,1,2,6,F,black
b4nt40,659,1,Leona,Granblue Fantasy,2,,,,No,No,,1,2,10,F,black
bzcqk7,489,1,Rita,Granblue Fantasy,2,,,,No,No,,1,2,10,F,black
b4kjkc,6077,2,Totoro,My Neighbor Totoro,4,,,,No,No,,320,4,206,F,black
b4qvpq,650,1,Freyr,Granblue Fantasy,3,,,,No,No,,1,3,24,F,black
b1s4bw,6032,2,Rindou Kobayashi,Food Wars! Toutsuki Juukketsu,2,,,,No,No,,91,2,48,F,black
b1d285,6061,2,Elise,Fire Emblem Fates,1,,,,No,No,,13,1,9,F,black
b1l65g,9907,1,Yuki Yoshikawa,Horimiya,2,,,,No,No,,106,2,25,F,black
b14554,10133,1,Gilgamesh (Caster),Fate/Grand Order,4,,,,No,No,,133,4,105,F,black
b12bfv,5465,2,Miu Iruma,Danganronpa V3: Killing Harmony,2,,,,No,No,,165,2,49,F,black
b1h76d,10413,1,Chelsea,Akame ga Kill!,3,,,,No,No,,100,3,76,F,black
bn62np,5978,2,Akame,Akame ga Kill!,0,,,,No,No,,993,0,14,F,black
bn8phf,10150,1,Sho Kusakabe,Fire Force,3,,,,No,No,,62,3,68,F,black
bn916p,5974,2,Speed o' Sound Sonic,One-Punch Man,2,,,,No,No,,46,2,46,F,black
bnq08c,367,1,Tsubasa,Granblue Fantasy,0,,,,No,No,,1,0,1,F,black
bn0m1n,3133,1,Joaan,To Your Eternity,3,,,,No,No,,15,3,30,F,black
bnvz34,515,1,Artemis,Granblue Fantasy,2,,,,No,No,,1,2,10,F,black
bj80p9,3141,1,Veliona,Honkai Impact 3rd,3,,,,No,No,,168,3,75,F,black
bj80p3,303,1,Rei,Granblue Fantasy,2,,,,No,No,,1,2,8,F,black
bjf5tx,383,2,Honey,Nanbaka,2,,,,No,No,,8,2,19,F,black
bj3bzk,10425,1,Karina Braun,Attack on Titan: The Final Season,1,,,,No,No,,1,1,5,F,black
bj47g3,4298,1,Mayuko Nise,High-Rise Invasion,1,,,,No,No,,61,1,18,F,black
bj1188,911,1,Zeus,Record of Ragnarok,2,,,,No,No,,22,2,19,F,black
bj1l70,447,1,Heimdallr,Granblue Fantasy,3,,,,No,No,,1,3,14,F,black
bj56td,6030,2,Kagome Higurashi,InuYasha,1,,,,No,No,,126,1,20,F,black
bj2hdh,5316,2,Kyuubi,Naruto,0,,,,No,No,,87,0,10,F,black
b513f4,979,2,Future Trunks,Dragon Ball Z,2,,,,No,No,,185,2,50,F,black
b55ph4,5577,2,Jhin Syulargun,Our Last Crusade or the Rise of a New World,4,,,,No,No,,1,4,53,F,black
b5h71c,3915,2,Lene,Fire Emblem: Genealogy of the Holy War,2,,,,No,No,,1,2,15,F,black
b50tj9,379,1,Lamretta,Granblue Fantasy,4,,,,No,No,,1,4,48,F,black
b50tjn,150,2,Silva,Granblue Fantasy the Animation,1,,,,No,No,,11,1,13,F,black
bkx0g7,9588,1,Inverse Origami,Date a Live,1,,,,No,No,,59,1,15,F,black
bkrbqb,4731,1,Takeda,Jujutsu Kaisen,1,,,,No,No,,1,1,5,F,black
bk0g4m,5626,2,Barbara,Genshin Impact,3,,,,No,No,,131,3,109,F,black
bkmlmr,5069,2,Kisuke Urahara,Bleach,2,,,,No,No,,460,2,49,F,black
bw67wh,15572,1,All for One,My Hero Academia,1,,,,No,No,,30,1,15,F,black
b2xvsd,5437,2,Tohka Yatogami,Date a Live,4,,,,No,No,,242,4,189,F,black
b2dck3,6758,1,Olivia Servant,The Hidden Dungeon Only I Can Enter,1,,,,No,No,,10,1,6,F,black
0q0rcf,3680,1,Erza Scarlet,Fairy Tail,4,$6ksz,Silk Sox,watermelonjuice,Yes,No,,1008,4,320,B,black
0hmr2h,3830,1,Yumeko Jabami,Kakegurui,4,$sn0b,Gran Torino Red,pirate,No,No,,1852,4,330,B,black
b2tlm6,3081,1,Herrscher of the Void,Honkai Impact 3rd,3,,,,No,No,,170,3,70,F,black
b275x8,10566,1,Ken Kaneki,Tokyo Ghoul,1,,,,No,No,,2574,1,26,F,black
bhw30h,7,2,Silva,Granblue Fantasy the Animation,4,,,,Yes,No,,11,3,90,F,black
b292bg,600,1,Huginn,Record of Ragnarok,2,,,,No,No,,2,2,5,F,black
b2p680,68,1,Judgement,Granblue Fantasy,2,,,,No,No,,1,2,6,F,black
b211nh,5475,2,Black Heart,Hyperdimension Neptunia,2,,,,No,No,,29,2,25,F,black
b2n033,74,1,Yuisis,Granblue Fantasy,2,,,,No,No,,3,2,14,F,black
bhl181,540,1,Odin,Record of Ragnarok,3,,,,No,No,,2,3,25,F,black
bhlv4w,5079,2,Ningguang,Genshin Impact,3,,,,No,No,,296,3,105,F,black
bhlw67,5433,2,Benimaru,That Time I Got Reincarnated as a Slime,3,,,,No,No,,165,3,89,F,black
bhfbx6,180,1,Isaac,Granblue Fantasy,0,,,,No,No,,1,0,1,F,black
bv6zmw,33,2,Cagliostro,Granblue Fantasy,1,,,,No,No,,16,1,6,F,black
bhr8t9,329,2,Saint Germain,Castlevania Season 3,4,,,,No,No,,5,4,73,F,black
hfz8lz,692,2,Jeanne d'Arc (Alter),Fate/Grand Order,4,$0vcbd,Red Purple,lifedeath,Yes,No,,371,4,328,B,black
bh1cq8,169,1,Johann,Granblue Fantasy,0,,,,No,No,,1,0,1,F,black
bhj8k9,5974,2,Belphegor,Obey Me!,2,,,,No,No,,128,2,46,F,black
wg72m3,8336,1,Portgas D. Ace,One Piece,0,,,,No,No,,998,0,11,F,black
bhklb1,5549,2,Elaina,Wandering Witch: The Journey of Elaina,2,,,,No,No,,393,2,51,F,black
bh273g,5389,2,Hiyori,Princess Connect! Re: Dive,3,,,,No,No,,1,3,31,F,black
bhm1p1,400,1,Mandragora Pills,I've Been Killing Slimes for 300 Years and Maxed Out My Level,0,,,,No,No,,1,0,1,F,black
bqx2hl,4960,2,Twenty-Fifth Baam,Tower of God,3,,,,No,No,,248,3,95,F,black
bqbck6,122,1,Cassius,Granblue Fantasy,2,,,,No,No,,1,2,8,F,black
bqbcb9,5153,2,Shrine Priestess,No Game No Life,1,,,,No,No,,10,1,14,F,black
bqh8ng,5549,2,Beidou,Genshin Impact,2,,,,No,No,,541,2,59,F,black
bq0l19,1208,2,Combed Hair-Ken,Afro-Ken,0,,,,No,No,,6,0,1,F,black
bqv6d4,3511,2,Norn Clatalissa Jioral,Redo of Healer,0,,,,No,No,,34,0,10,F,black
bqmxfz,2433,2,Kumoko,"So I'm a Spider, So What?",4,$0xwr5,Festive Fennec,alienalloy,Yes,No,,261,1,245,B,black
b064qd,5664,2,Hitoshi Shinsou,My Hero Academia 2,4,,,,No,No,,108,4,220,F,black
b0g0hw,86,1,Agielba,Granblue Fantasy,2,,,,No,No,,2,2,5,F,black
b0g0hh,10314,1,Neko,K-Project,2,,,,No,No,,57,2,16,F,black
bv6rpx,45,1,Aphrodite,Granblue Fantasy,2,,,,No,No,,1,2,8,F,black
bvd27k,1671,2,Leon,Wonder Egg Priority,1,,,,No,No,,5,1,6,F,black
bv93b0,5207,2,Ruka Urushibara,Steins;Gate,0,,,,No,No,,98,0,9,F,black
bvgnfh,716,2,Gilthunder,The Seven Deadly Sins,1,,,,No,No,,10,1,18,F,black
bvpc2x,9494,1,Mitsuri Kanroji,Demon Slayer: Kimetsu no Yaiba,1,,,,No,No,,2097,1,23,F,black
bms1c8,2960,1,Stan,Honkai Impact 3rd,2,,,,No,No,,1,2,16,F,black
bms0x1,5286,2,Tensa Zangetsu,Bleach,3,,,,No,No,,28,3,60,F,black
bmpz2b,5908,2,Kurumi Tokisaki,Date a Live,0,,,,No,No,,1306,0,15,F,black
5c6zng,301,1,Chiyo,Ane Naru Mono,0,,,,No,No,,202,0,8,F,black
56s3ps,5247,2,Ray,The Promised Neverland,2,,,,No,No,,212,2,50,F,black
